timestamp,current,field,ADCDAC temp,box temp,rack temp,water temp,water flow
2023-07-24 18:35:30,25.598378,978.52,40.744,38.31,39.68,3.48,6.4
2023-07-24 18:35:32,25.59838,979.4,40.747,38.31,39.61,3.5,6.3
2023-07-24 18:35:34,25.598365,976.77,40.754,38.3,39.61,3.5,6.4
2023-07-24 18:35:36,25.598368,979.25,40.741,38.26,39.65,3.51,6.1
2023-07-24 18:35:38,25.598375,977.28,40.743,38.25,39.6,3.52,6.2
2023-07-24 18:35:40,25.598376,978.8,40.747,38.21,39.53,3.53,6.2
2023-07-24 18:35:42,25.59835,980.99,40.737,38.21,39.62,3.54,6.2
2023-07-24 18:35:44,25.598385,979.06,40.731,38.19,39.6,3.55,6.3
2023-07-24 18:35:46,25.598364,978.75,40.731,38.18,39.71,3.56,6.5
2023-07-24 18:35:49,25.598375,978.78,40.73,38.14,39.71,3.57,6.7
2023-07-24 18:35:51,25.598359,977.72,40.737,38.14,39.67,3.58,6.5
2023-07-24 18:35:54,25.598355,978.01,40.738,38.11,39.61,3.58,6.5
2023-07-24 18:35:56,25.598379,980.43,40.742,38.09,39.62,3.59,6.3
2023-07-24 18:35:58,25.598376,977.7,40.756,38.09,39.56,3.6,6.5
2023-07-24 18:36:01,25.59837,977.99,40.746,38.03,39.58,3.61,6.4
2023-07-24 18:36:05,25.598384,977.88,40.752,38.01,39.47,3.62,6.4
2023-07-24 18:36:09,25.598362,979.54,40.744,38.01,39.39,3.62,6.5
